iter	Logloss
1079	0.05701536414
1080	0.0569678618
1081	0.05690752108
1082	0.05685951848
1083	0.05682379921
1084	0.05676741406
1085	0.05672256461
1086	0.05669608564
1087	0.05663964018
1088	0.05658922482
1089	0.05655644059
1090	0.05650816837
1091	0.05644848311
1092	0.05637187583
1093	0.05632793912
1094	0.05627435463
1095	0.05622849376
1096	0.05617352535
1097	0.05614107137
1098	0.0560969499
1099	0.056049343
1100	0.05599205654
1101	0.05595996219
1102	0.05592335427
1103	0.05588089673
1104	0.05583740703
1105	0.05578549276
1106	0.05574329607
1107	0.05570256001
1108	0.05565868044
1109	0.05558198082
1110	0.05552281621
1111	0.0554807274
1112	0.05543938186
1113	0.05540662087
1114	0.05535941108
1115	0.05532736246
1116	0.05528899897
1117	0.0552455236
1118	0.05521689893
1119	0.05518719488
1120	0.05515157261
1121	0.05511578776
1122	0.05506326052
1123	0.05502292821
1124	0.05498959191
1125	0.05493590467
1126	0.05489458134
1127	0.05485360999
1128	0.05482033377
1129	0.05477034598
1130	0.05474135136
1131	0.05469588062
1132	0.05466435331
1133	0.05463230644
1134	0.05459609518
1135	0.05455989129
1136	0.05451207557
1137	0.05447569442
1138	0.05443383509
1139	0.05438031065
1140	0.05433550142
1141	0.05430973661
1142	0.05428164668
1143	0.0542401957
1144	0.05417877597
1145	0.05413330036
1146	0.05410897502
1147	0.05406589381
1148	0.05403112821
1149	0.05398877359
1150	0.05394952955
1151	0.05389360749
1152	0.05385476146
1153	0.05379961931
1154	0.0537454635
1155	0.05370389649
1156	0.05367141716
1157	0.05361364184
1158	0.05357167341
1159	0.05352974588
1160	0.05348191756
1161	0.05343488057
1162	0.05338388105
1163	0.05332851317
1164	0.05329121123
1165	0.05323717972
1166	0.05320082479
1167	0.05316307439
1168	0.05311683311
1169	0.05307508252
1170	0.05302442859
1171	0.05297382801
1172	0.05293652116
1173	0.05289519974
1174	0.05286029982
1175	0.05282017226
1176	0.05278056246
1177	0.05273354732
1178	0.05269806125
1179	0.05267339845
1180	0.05263283694
1181	0.05258516403
1182	0.05254915135
1183	0.05249924376
1184	0.05246717827
1185	0.05243101449
1186	0.05239082913
1187	0.05234954427
1188	0.05229596644
1189	0.05224507709
1190	0.05221715571
1191	0.0521686793
1192	0.05213572009
1193	0.05210455563
1194	0.05206800814
1195	0.05202268682
1196	0.05198893962
1197	0.05194363169
1198	0.0519092575
1199	0.05188353134
1200	0.05185444923
1201	0.05180175335
1202	0.05176311193
1203	0.05171502743
1204	0.05169008632
1205	0.05165247199
1206	0.05160970158
1207	0.05157088979
1208	0.05154318036
1209	0.0515065247
1210	0.05147079502
1211	0.05141310309
1212	0.05137873487
1213	0.05133829778
1214	0.05129662515
1215	0.05125672453
1216	0.05122004261
1217	0.05118674407
1218	0.05113860739
1219	0.05109745097
1220	0.05105551647
1221	0.05101496048
1222	0.05096434817
1223	0.05091443914
1224	0.05086180933
1225	0.05081579058
1226	0.05078023894
1227	0.05074625777
1228	0.0507015747
1229	0.05064756068
1230	0.05061759938
1231	0.05058523691
1232	0.05053294313
1233	0.05048815598
1234	0.05043739397
1235	0.05039793129
1236	0.05035854706
1237	0.05032719064
1238	0.05028890546
1239	0.05025855033
1240	0.05021751192
1241	0.05017107374
1242	0.05012895951
1243	0.05008723775
1244	0.0500391453
1245	0.05000030874
1246	0.04995999154
1247	0.04990471788
1248	0.04986328278
1249	0.04981223515
1250	0.0497825473
1251	0.04974531442
1252	0.04971226301
1253	0.04966560418
1254	0.04962227569
1255	0.04957515541
1256	0.04955209404
1257	0.049510949
1258	0.04947287511
1259	0.0494258113
1260	0.04938096948
1261	0.04934165332
1262	0.04931528085
1263	0.04927994275
1264	0.04924402072
1265	0.04919731352
1266	0.04915606347
1267	0.04912547793
1268	0.0490780838
1269	0.04905217472
1270	0.04902420739
1271	0.04898803004
1272	0.04896086382
1273	0.0489412972
1274	0.0489145328
1275	0.0488700449
1276	0.04883464539
1277	0.04879440461
1278	0.0487575941
1279	0.0487240077
1280	0.04868344116
1281	0.04864454236
1282	0.04860879436
1283	0.04857695701
1284	0.04852672633
1285	0.04848194771
1286	0.04845552321
1287	0.04841944374
1288	0.04837175843
1289	0.0483349572
1290	0.04830042611
1291	0.04826903553
1292	0.04822909212
1293	0.04820313625
1294	0.04816629521
1295	0.04812705887
1296	0.04808486155
1297	0.04804522545
1298	0.0480079307
1299	0.04798589883
1300	0.04795100511
1301	0.04791955404
1302	0.04787753195
1303	0.04783624458
1304	0.04779622597
1305	0.04772525331
1306	0.04769756248
1307	0.04765919036
1308	0.04762296318
1309	0.04757832835
1310	0.04756041343
1311	0.04750231592
1312	0.04745357123
1313	0.04743707582
1314	0.0474090233
1315	0.04739682133
1316	0.04736238339
1317	0.04733071367
1318	0.04729645333
1319	0.04726706654
1320	0.04722081448
1321	0.04718537307
1322	0.04714649901
1323	0.04710289984
1324	0.04706156221
1325	0.04703121082
1326	0.04698645192
1327	0.04695765984
1328	0.04691297227
1329	0.04688680273
1330	0.04684995163
1331	0.04682213051
1332	0.04677954227
1333	0.04674439724
1334	0.04670043472
1335	0.04667497468
1336	0.04663996631
1337	0.04659819235
1338	0.04656660121
1339	0.0465322302
1340	0.04648271551
1341	0.04644768815
1342	0.04642026244
1343	0.04637714355
1344	0.04634403872
1345	0.046311388
1346	0.04628286003
1347	0.04626582992
1348	0.04624480468
1349	0.04620430986
1350	0.04616946792
1351	0.04614366336
1352	0.04610058877
1353	0.04606399569
1354	0.0460276652
1355	0.04599846931
1356	0.04597206102
1357	0.04592895477
1358	0.04589108788
1359	0.0458466817
1360	0.045804617
1361	0.04576683893
1362	0.04573455563
1363	0.04568809821
1364	0.04564296235
1365	0.0456050374
1366	0.04557671904
1367	0.04553987031
1368	0.04550972488
1369	0.04546754011
1370	0.04544015609
1371	0.04540475887
1372	0.04535837492
1373	0.04531543833
1374	0.04527185053
1375	0.0452372163
1376	0.04520780257
1377	0.04517600742
1378	0.04514199273
1379	0.0451214848
1380	0.04509473762
1381	0.04506281874
1382	0.04503308875
1383	0.04498308662
1384	0.04495386074
1385	0.0449378588
1386	0.04491208766
1387	0.04487112729
1388	0.04483371791
1389	0.04479181341
1390	0.04475537366
1391	0.04471285163
1392	0.04466737857
1393	0.04463417689
1394	0.0446129537
1395	0.0445826435
1396	0.04455017695
1397	0.04452941012
1398	0.04450539791
1399	0.04447376897
1400	0.04444008688
1401	0.04439244826
1402	0.04435444722
1403	0.04432545017
1404	0.04429945342
1405	0.0442556549
1406	0.04422658582
1407	0.04418602532
1408	0.04414987921
1409	0.04413794581
1410	0.04411402836
1411	0.0440623367
1412	0.04402222098
1413	0.04400093399
1414	0.04394883518
1415	0.04391958118
1416	0.04388963589
1417	0.04385283483
1418	0.04383177292
1419	0.04379880312
1420	0.04376537643
1421	0.04371933507
